target	compound	pchembl_value	
CHEMBL1806	CHEMBL83520	5.140	
CHEMBL1782	CHEMBL834	6.482	
CHEMBL6020	CHEMBL833	4.130	
CHEMBL6120	CHEMBL832	4.000	
CHEMBL4523354	CHEMBL832	9.300	
CHEMBL1293224	CHEMBL832	4.750	
CHEMBL1075138	CHEMBL832	5.183	
CHEMBL3759	CHEMBL831	5.340	
CHEMBL2321615	CHEMBL831	4.700	
CHEMBL224	CHEMBL831	8.620	
CHEMBL219	CHEMBL831	8.050	
CHEMBL4302	CHEMBL83	4.250	
CHEMBL3429	CHEMBL83	6.700	
CHEMBL3371	CHEMBL83	5.980	
CHEMBL3257	CHEMBL83	4.010	
CHEMBL242	CHEMBL83	6.606	
CHEMBL240	CHEMBL83	5.800	
CHEMBL2311238	CHEMBL83	8.550	
CHEMBL221	CHEMBL83	5.360	
CHEMBL2179	CHEMBL83	5.600	
CHEMBL208	CHEMBL83	6.890	
CHEMBL206	CHEMBL83	6.786	
CHEMBL1835	CHEMBL83	6.040	
CHEMBL1293224	CHEMBL83	4.750	
CHEMBL6152	CHEMBL828	4.580	
CHEMBL221	CHEMBL828	6.710	
CHEMBL220	CHEMBL828	5.140	
CHEMBL1914	CHEMBL828	5.240	
CHEMBL1293224	CHEMBL828	4.750	
CHEMBL1075138	CHEMBL828	5.100	
CHEMBL238	CHEMBL827	7.403	
CHEMBL213	CHEMBL82663	5.410	
CHEMBL6152	CHEMBL8260	5.090	
CHEMBL6144	CHEMBL8260	5.060	
CHEMBL4897	CHEMBL8260	4.400	
CHEMBL3975	CHEMBL8260	4.540	
CHEMBL3687	CHEMBL8260	5.800	
CHEMBL3202	CHEMBL8260	4.440	
CHEMBL3024	CHEMBL8260	5.050	
CHEMBL2903	CHEMBL8260	6.220	
CHEMBL2424	CHEMBL8260	4.960	
CHEMBL2396508	CHEMBL8260	4.990	
CHEMBL208	CHEMBL8260	4.820	
CHEMBL2073	CHEMBL8260	5.480	
CHEMBL2034	CHEMBL8260	4.720	
CHEMBL1865	CHEMBL8260	5.920	
CHEMBL1293267	CHEMBL8260	4.550	
CHEMBL1293226	CHEMBL8260	5.520	
CHEMBL1293224	CHEMBL8260	4.900	
CHEMBL5641	CHEMBL826	5.000	
CHEMBL2098	CHEMBL826	5.965	
CHEMBL274	CHEMBL82301	8.520	
CHEMBL4879	CHEMBL82293	5.770	
CHEMBL3979	CHEMBL82293	5.130	
CHEMBL3674	CHEMBL82293	5.980	
CHEMBL335	CHEMBL82293	5.060	
CHEMBL3344	CHEMBL82293	5.580	
CHEMBL239	CHEMBL82293	5.140	
CHEMBL235	CHEMBL82293	4.520	
CHEMBL2083	CHEMBL82293	6.030	
CHEMBL4903	CHEMBL82202	4.890	
CHEMBL2094	CHEMBL82202	5.000	
CHEMBL275	CHEMBL8184	6.700	
CHEMBL1827	CHEMBL8184	6.750	
CHEMBL1293224	CHEMBL817	4.700	
CHEMBL4427	CHEMBL815	5.350	
CHEMBL3710	CHEMBL815	6.490	
CHEMBL1987	CHEMBL815	8.375	
CHEMBL1836	CHEMBL815	5.380	
CHEMBL1811	CHEMBL815	6.420	
CHEMBL5983	CHEMBL8145	4.490	
CHEMBL3729	CHEMBL8145	6.140	
CHEMBL3242	CHEMBL8145	7.250	
CHEMBL3194	CHEMBL8145	4.800	
CHEMBL242	CHEMBL8145	5.666	
CHEMBL2326	CHEMBL8145	8.380	
CHEMBL206	CHEMBL8145	4.670	
CHEMBL1978	CHEMBL8145	4.000	
CHEMBL1865	CHEMBL8145	6.040	
CHEMBL1293224	CHEMBL8145	4.775	
CHEMBL1075138	CHEMBL8145	6.450	
CHEMBL228	CHEMBL814	7.380	
CHEMBL220	CHEMBL812	5.940	
CHEMBL1914	CHEMBL812	6.017	
CHEMBL240	CHEMBL811	6.050	
CHEMBL3401	CHEMBL81	4.930	
CHEMBL3371	CHEMBL81	6.120	
CHEMBL3257	CHEMBL81	8.554	
CHEMBL2734	CHEMBL81	5.235	
CHEMBL2536	CHEMBL81	5.280	
CHEMBL242	CHEMBL81	7.455	
CHEMBL2364163	CHEMBL81	6.150	
CHEMBL206	CHEMBL81	8.724	
CHEMBL2047	CHEMBL81	4.940	
CHEMBL1833	CHEMBL81	7.160	
CHEMBL1293224	CHEMBL81	4.900	
CHEMBL1075138	CHEMBL81	4.800	
CHEMBL238	CHEMBL809	6.510	
CHEMBL228	CHEMBL809	8.920	
CHEMBL222	CHEMBL809	6.080	
CHEMBL2755	CHEMBL8085	4.235	
CHEMBL4685	CHEMBL808	5.525	
CHEMBL4523494	CHEMBL808	6.510	
CHEMBL3849	CHEMBL808	7.300	
CHEMBL3522	CHEMBL808	6.490	
CHEMBL1835	CHEMBL808	7.540	
CHEMBL1250402	CHEMBL808	5.520	
CHEMBL1075319	CHEMBL808	6.380	
CHEMBL5685	CHEMBL807	4.570	
CHEMBL220	CHEMBL807	8.310	
CHEMBL3905	CHEMBL8030	7.200	
CHEMBL5023	CHEMBL803	7.700	
CHEMBL236	CHEMBL80	7.153	
CHEMBL233	CHEMBL80	8.418	
CHEMBL1293224	CHEMBL79834	5.300	
CHEMBL238	CHEMBL796	7.177	
CHEMBL228	CHEMBL796	4.740	
CHEMBL222	CHEMBL796	6.325	
CHEMBL5685	CHEMBL790	6.680	
CHEMBL4523129	CHEMBL790	5.000	
CHEMBL4225	CHEMBL790	5.040	
CHEMBL333	CHEMBL790	5.120	
CHEMBL321	CHEMBL790	5.120	
CHEMBL2073673	CHEMBL790	6.390	
CHEMBL1743127	CHEMBL790	6.300	
CHEMBL1743126	CHEMBL790	6.160	
CHEMBL1743122	CHEMBL790	6.400	
CHEMBL5163	CHEMBL79	4.980	
CHEMBL4296	CHEMBL79	4.670	
CHEMBL2072	CHEMBL79	5.700	
CHEMBL1980	CHEMBL79	4.300	
CHEMBL4803	CHEMBL7890	5.820	
CHEMBL4481	CHEMBL7890	5.100	
CHEMBL1947	CHEMBL789	9.990	
CHEMBL1835	CHEMBL787	5.820	
CHEMBL1798	CHEMBL787	8.875	
CHEMBL1075162	CHEMBL787	5.180	
CHEMBL242	CHEMBL786	8.300	
CHEMBL206	CHEMBL786	5.770	
CHEMBL1075138	CHEMBL786	4.950	
CHEMBL1075138	CHEMBL782	4.800	
CHEMBL238	CHEMBL781	7.579	
CHEMBL228	CHEMBL781	7.197	
CHEMBL222	CHEMBL781	8.152	
CHEMBL1075138	CHEMBL780	6.283	
CHEMBL2717	CHEMBL779	6.741	
CHEMBL240	CHEMBL779	4.000	
CHEMBL1961788	CHEMBL779	5.300	
CHEMBL1827	CHEMBL779	8.029	
CHEMBL4789	CHEMBL77517	7.100	
CHEMBL3969	CHEMBL77517	7.640	
CHEMBL3594	CHEMBL77517	7.620	
CHEMBL3510	CHEMBL77517	6.980	
CHEMBL3242	CHEMBL77517	8.475	
CHEMBL2885	CHEMBL77517	4.980	
CHEMBL261	CHEMBL77517	7.501	
CHEMBL2326	CHEMBL77517	6.910	
CHEMBL205	CHEMBL77517	7.775	
CHEMBL2337	CHEMBL773	4.500	
CHEMBL5393	CHEMBL772	4.803	
CHEMBL4302	CHEMBL772	5.500	
CHEMBL1893	CHEMBL772	7.370	
CHEMBL1293224	CHEMBL772	4.850	
CHEMBL1075138	CHEMBL772	4.533	
CHEMBL5857	CHEMBL770	5.790	
CHEMBL1293224	CHEMBL76903	5.450	
CHEMBL3900	CHEMBL76688	6.470	
CHEMBL248	CHEMBL76688	7.056	
CHEMBL1293224	CHEMBL764	5.100	
CHEMBL1075138	CHEMBL764	5.950	
CHEMBL1899	CHEMBL76370	5.600	
CHEMBL4073	CHEMBL76222	7.640	
CHEMBL3869	CHEMBL76222	7.400	
CHEMBL333	CHEMBL76222	7.400	
CHEMBL321	CHEMBL76222	7.585	
CHEMBL283	CHEMBL76222	6.800	
CHEMBL3923	CHEMBL762	8.210	
CHEMBL1867	CHEMBL762	9.090	
CHEMBL1075138	CHEMBL762	4.325	
CHEMBL3923	CHEMBL761	6.920	
CHEMBL5002	CHEMBL76	4.315	
CHEMBL4822	CHEMBL76	5.030	
CHEMBL4105907	CHEMBL76	6.300	
CHEMBL3959	CHEMBL76	5.820	
CHEMBL3736	CHEMBL76	5.950	
CHEMBL287	CHEMBL76	7.100	
CHEMBL2842	CHEMBL76	6.570	
CHEMBL2487	CHEMBL76	5.025	
CHEMBL245	CHEMBL76	5.480	
CHEMBL240	CHEMBL76	5.480	
CHEMBL216	CHEMBL76	5.040	
CHEMBL2107	CHEMBL76	5.190	
CHEMBL2035	CHEMBL76	4.660	
CHEMBL1942	CHEMBL76	4.500	
CHEMBL1867	CHEMBL76	5.360	
CHEMBL1821	CHEMBL76	5.240	
CHEMBL3238	CHEMBL75880	4.140	
CHEMBL240	CHEMBL75880	5.110	
CHEMBL213	CHEMBL75753	7.090	
CHEMBL5685	CHEMBL757	4.460	
CHEMBL3305	CHEMBL757	6.300	
CHEMBL4105728	CHEMBL7568	5.160	
CHEMBL234	CHEMBL7549	7.240	
CHEMBL217	CHEMBL7549	6.753	
CHEMBL221	CHEMBL75435	8.350	
CHEMBL1293224	CHEMBL75435	4.800	
CHEMBL5685	CHEMBL753	4.820	
CHEMBL4835	CHEMBL752	3.190	
CHEMBL3975	CHEMBL752	5.797	
CHEMBL3351218	CHEMBL752	4.720	
CHEMBL1250402	CHEMBL752	4.160	
CHEMBL2061	CHEMBL75133	9.400	
CHEMBL4073	CHEMBL75094	7.270	
CHEMBL3869	CHEMBL75094	9.520	
CHEMBL333	CHEMBL75094	9.921	
CHEMBL321	CHEMBL75094	9.576	
CHEMBL283	CHEMBL75094	9.652	
CHEMBL220	CHEMBL75013	6.710	
CHEMBL4789	CHEMBL750	7.698	
CHEMBL3969	CHEMBL750	5.220	
CHEMBL3912	CHEMBL750	6.370	
CHEMBL3729	CHEMBL750	4.745	
CHEMBL3594	CHEMBL750	8.292	
CHEMBL3510	CHEMBL750	5.280	
CHEMBL3242	CHEMBL750	5.537	
CHEMBL261	CHEMBL750	7.131	
CHEMBL2326	CHEMBL750	7.195	
CHEMBL205	CHEMBL750	7.360	
CHEMBL2039	CHEMBL750	5.177	
CHEMBL202	CHEMBL7492	8.520	
CHEMBL220	CHEMBL748	4.560	
CHEMBL202	CHEMBL747	6.003	
CHEMBL6007	CHEMBL74415	6.610	
CHEMBL5522	CHEMBL74415	5.155	
CHEMBL5051	CHEMBL74415	4.760	
CHEMBL4878	CHEMBL74415	6.830	
CHEMBL4794	CHEMBL74415	4.837	
CHEMBL3119	CHEMBL74415	5.030	
CHEMBL240	CHEMBL74355	5.960	
CHEMBL225	CHEMBL74355	7.890	
CHEMBL224	CHEMBL74355	9.422	
CHEMBL217	CHEMBL74355	5.890	
CHEMBL5451	CHEMBL741	4.015	
CHEMBL5163	CHEMBL741	4.770	
CHEMBL4296	CHEMBL741	4.770	
CHEMBL4187	CHEMBL741	4.885	
CHEMBL2072	CHEMBL741	4.770	
CHEMBL1980	CHEMBL741	4.210	
CHEMBL1293267	CHEMBL74	5.900	
CHEMBL1293224	CHEMBL73451	4.650	
CHEMBL205	CHEMBL734	4.330	
CHEMBL5685	CHEMBL73234	5.810	
CHEMBL4105907	CHEMBL73234	5.710	
CHEMBL287	CHEMBL73234	6.890	
CHEMBL216	CHEMBL73234	7.120	
CHEMBL1075138	CHEMBL73234	9.000	
CHEMBL216	CHEMBL7303	5.878	
CHEMBL2035	CHEMBL7303	4.250	
CHEMBL1821	CHEMBL7303	6.273	
CHEMBL3580523	CHEMBL7301	5.160	
CHEMBL3100	CHEMBL7301	6.810	
CHEMBL2021749	CHEMBL7301	7.000	
CHEMBL1293224	CHEMBL7301	4.790	
CHEMBL1075138	CHEMBL7301	4.700	
CHEMBL5393	CHEMBL729	5.120	
CHEMBL4302	CHEMBL729	4.990	
CHEMBL240	CHEMBL729	5.070	
CHEMBL5685	CHEMBL728	4.300	
CHEMBL1293224	CHEMBL728	4.700	
CHEMBL221	CHEMBL727	6.220	
CHEMBL1929	CHEMBL727	4.030	
CHEMBL1293227	CHEMBL727	4.380	
CHEMBL234	CHEMBL726	8.490	
CHEMBL2321615	CHEMBL726	5.330	
CHEMBL231	CHEMBL726	7.400	
CHEMBL217	CHEMBL726	8.840	
CHEMBL2056	CHEMBL726	6.750	
CHEMBL1865	CHEMBL726	5.250	
CHEMBL1850	CHEMBL726	7.680	
CHEMBL1293224	CHEMBL726	4.450	
CHEMBL3371	CHEMBL7257	7.525	
CHEMBL225	CHEMBL7257	7.380	
CHEMBL224	CHEMBL7257	7.820	
CHEMBL1945	CHEMBL7257	6.680	
CHEMBL1833	CHEMBL7257	7.280	
CHEMBL5685	CHEMBL723	5.470	
CHEMBL5255	CHEMBL723	4.490	
CHEMBL4878	CHEMBL723	5.960	
CHEMBL2487	CHEMBL723	4.520	
CHEMBL240	CHEMBL723	4.953	
CHEMBL2331041	CHEMBL723	4.870	
CHEMBL2321615	CHEMBL723	5.245	
CHEMBL1743126	CHEMBL723	4.030	
CHEMBL1743122	CHEMBL723	5.120	
CHEMBL1293224	CHEMBL723	4.650	
CHEMBL1075138	CHEMBL723	4.150	
CHEMBL5685	CHEMBL72	4.645	
CHEMBL4478	CHEMBL72	4.960	
CHEMBL240	CHEMBL72	5.852	
CHEMBL238	CHEMBL72	4.492	
CHEMBL228	CHEMBL72	6.923	
CHEMBL222	CHEMBL72	8.647	
CHEMBL1293224	CHEMBL718	5.400	
CHEMBL1075138	CHEMBL718	6.200	
CHEMBL4425	CHEMBL71752	5.100	
CHEMBL3421	CHEMBL71752	4.720	
CHEMBL240	CHEMBL71752	7.410	
CHEMBL1293224	CHEMBL71752	4.350	
CHEMBL2346486	CHEMBL71733	5.050	
CHEMBL5905	CHEMBL717	5.955	
CHEMBL5847	CHEMBL717	5.530	
CHEMBL4681	CHEMBL717	6.223	
CHEMBL3305	CHEMBL717	6.200	
CHEMBL208	CHEMBL717	8.942	
CHEMBL2034	CHEMBL717	7.940	
CHEMBL1994	CHEMBL717	5.920	
CHEMBL3371	CHEMBL716	5.850	
CHEMBL3155	CHEMBL716	6.600	
CHEMBL240	CHEMBL716	5.240	
CHEMBL234	CHEMBL716	6.367	
CHEMBL232	CHEMBL716	7.000	
CHEMBL231	CHEMBL716	8.005	
CHEMBL229	CHEMBL716	7.350	
CHEMBL225	CHEMBL716	5.775	
CHEMBL224	CHEMBL716	6.860	
CHEMBL219	CHEMBL716	5.660	
CHEMBL217	CHEMBL716	6.502	
CHEMBL216	CHEMBL716	6.467	
CHEMBL214	CHEMBL716	6.652	
CHEMBL2056	CHEMBL716	5.945	
CHEMBL1942	CHEMBL716	6.000	
CHEMBL1833	CHEMBL716	6.600	
CHEMBL1821	CHEMBL716	6.450	
CHEMBL3371	CHEMBL715	8.106	
CHEMBL3155	CHEMBL715	6.592	
CHEMBL245	CHEMBL715	7.000	
CHEMBL240	CHEMBL715	6.190	
CHEMBL234	CHEMBL715	7.341	
CHEMBL232	CHEMBL715	6.000	
CHEMBL231	CHEMBL715	8.726	
CHEMBL229	CHEMBL715	6.813	
CHEMBL225	CHEMBL715	7.980	
CHEMBL224	CHEMBL715	8.410	
CHEMBL219	CHEMBL715	7.454	
CHEMBL217	CHEMBL715	7.663	
CHEMBL216	CHEMBL715	7.777	
CHEMBL214	CHEMBL715	5.677	
CHEMBL2056	CHEMBL715	7.210	
CHEMBL2035	CHEMBL715	8.000	
CHEMBL1942	CHEMBL715	7.000	
CHEMBL1899	CHEMBL715	6.000	
CHEMBL1898	CHEMBL715	6.000	
CHEMBL1867	CHEMBL715	6.360	
CHEMBL1850	CHEMBL715	7.025	
CHEMBL1833	CHEMBL715	8.200	
CHEMBL1821	CHEMBL715	6.950	
CHEMBL1293224	CHEMBL712	4.550	
CHEMBL1293224	CHEMBL711	4.500	
CHEMBL1958	CHEMBL710	4.960	
CHEMBL1856	CHEMBL710	8.138	
CHEMBL1787	CHEMBL710	6.580	
CHEMBL6093	CHEMBL71	5.505	
CHEMBL5685	CHEMBL71	4.570	
CHEMBL3371	CHEMBL71	7.247	
CHEMBL3155	CHEMBL71	7.454	
CHEMBL2760	CHEMBL71	4.960	
CHEMBL240	CHEMBL71	5.830	
CHEMBL234	CHEMBL71	8.308	
CHEMBL2321615	CHEMBL71	5.570	
CHEMBL231	CHEMBL71	8.145	
CHEMBL228	CHEMBL71	7.060	
CHEMBL225	CHEMBL71	7.480	
CHEMBL224	CHEMBL71	8.210	
CHEMBL219	CHEMBL71	7.540	
CHEMBL217	CHEMBL71	8.444	
CHEMBL216	CHEMBL71	6.900	
CHEMBL2056	CHEMBL71	7.020	
CHEMBL1850	CHEMBL71	6.760	
CHEMBL1833	CHEMBL71	7.340	
CHEMBL1821	CHEMBL71	6.800	
CHEMBL1293224	CHEMBL71	4.550	
CHEMBL1075138	CHEMBL71	4.425	
CHEMBL5896	CHEMBL70927	5.485	
CHEMBL4523441	CHEMBL70927	5.300	
CHEMBL3779760	CHEMBL70927	5.090	
CHEMBL2163176	CHEMBL70927	5.250	
CHEMBL2069164	CHEMBL70927	5.380	
CHEMBL1938210	CHEMBL70927	5.170	
CHEMBL5685	CHEMBL709	4.830	
CHEMBL232	CHEMBL709	8.550	
CHEMBL229	CHEMBL709	8.090	
CHEMBL223	CHEMBL709	8.440	
CHEMBL220	CHEMBL709	7.750	
CHEMBL3371	CHEMBL708	7.288	
CHEMBL3155	CHEMBL708	8.273	
CHEMBL240	CHEMBL708	6.888	
CHEMBL234	CHEMBL708	8.160	
CHEMBL231	CHEMBL708	7.483	
CHEMBL229	CHEMBL708	8.220	
CHEMBL228	CHEMBL708	7.110	
CHEMBL225	CHEMBL708	8.564	
CHEMBL224	CHEMBL708	9.426	
CHEMBL219	CHEMBL708	7.400	
CHEMBL2189139	CHEMBL708	5.270	
CHEMBL217	CHEMBL708	8.564	
CHEMBL216	CHEMBL708	5.290	
CHEMBL214	CHEMBL708	8.625	
CHEMBL2056	CHEMBL708	6.890	
CHEMBL1833	CHEMBL708	8.800	
CHEMBL1293224	CHEMBL708	4.900	
CHEMBL4295757	CHEMBL7075	6.220	
CHEMBL240	CHEMBL707	6.230	
CHEMBL232	CHEMBL707	9.127	
CHEMBL229	CHEMBL707	9.060	
CHEMBL223	CHEMBL707	9.148	
CHEMBL1867	CHEMBL707	6.140	
CHEMBL4093	CHEMBL705	5.760	
CHEMBL2808	CHEMBL705	5.960	
CHEMBL2061	CHEMBL705	7.451	
CHEMBL2055	CHEMBL705	7.420	
CHEMBL2008	CHEMBL705	8.032	
CHEMBL2004	CHEMBL705	7.757	
CHEMBL2003	CHEMBL705	7.862	
CHEMBL1870	CHEMBL705	8.135	
CHEMBL1741186	CHEMBL705	4.850	
CHEMBL1293229	CHEMBL705	6.090	
CHEMBL1293224	CHEMBL705	4.575	
CHEMBL1825	CHEMBL704	4.700	
CHEMBL1075138	CHEMBL704	5.517	
CHEMBL4580	CHEMBL70046	4.370	
CHEMBL235	CHEMBL7002	5.520	
CHEMBL205	CHEMBL7002	7.070	
CHEMBL2039	CHEMBL7002	6.650	
CHEMBL1293255	CHEMBL7002	5.570	
CHEMBL1075138	CHEMBL7002	7.500	
CHEMBL5685	CHEMBL70	4.345	
CHEMBL236	CHEMBL70	6.573	
CHEMBL233	CHEMBL70	8.485	
CHEMBL5202	CHEMBL698	6.280	
CHEMBL5163	CHEMBL698	6.130	
CHEMBL4296	CHEMBL698	6.245	
CHEMBL4187	CHEMBL698	6.135	
CHEMBL3585	CHEMBL698	7.250	
CHEMBL1980	CHEMBL698	6.220	
CHEMBL219	CHEMBL69759	8.440	
CHEMBL217	CHEMBL69759	5.290	
CHEMBL1250417	CHEMBL69679	5.070	
CHEMBL5685	CHEMBL6966	5.170	
CHEMBL5393	CHEMBL6966	5.467	
CHEMBL4302	CHEMBL6966	6.191	
CHEMBL3004	CHEMBL6966	5.132	
CHEMBL240	CHEMBL6966	6.846	
CHEMBL234	CHEMBL69271	9.680	
CHEMBL5503	CHEMBL691	5.520	
CHEMBL3305	CHEMBL691	6.810	
CHEMBL3257	CHEMBL691	8.300	
CHEMBL242	CHEMBL691	9.107	
CHEMBL206	CHEMBL691	9.110	
CHEMBL1743127	CHEMBL691	4.700	
CHEMBL1743126	CHEMBL691	4.680	
CHEMBL1743122	CHEMBL691	5.660	
CHEMBL6007	CHEMBL686	4.597	
CHEMBL5983	CHEMBL686	5.800	
CHEMBL5905	CHEMBL686	5.750	
CHEMBL5847	CHEMBL686	5.910	
CHEMBL4681	CHEMBL686	6.385	
CHEMBL4523354	CHEMBL686	10.300	
CHEMBL2439	CHEMBL686	5.835	
CHEMBL221	CHEMBL686	5.770	
CHEMBL202	CHEMBL686	4.140	
CHEMBL1900	CHEMBL686	4.110	
CHEMBL1075138	CHEMBL686	7.950	
CHEMBL279	CHEMBL685	5.215	
CHEMBL1862	CHEMBL685	5.320	
CHEMBL239	CHEMBL683	4.305	
CHEMBL1293224	CHEMBL683	4.350	
CHEMBL5002	CHEMBL682	4.405	
CHEMBL2487	CHEMBL682	5.335	
CHEMBL2722	CHEMBL681	9.385	
CHEMBL1962	CHEMBL681	4.960	
CHEMBL1908	CHEMBL681	9.300	
CHEMBL1293224	CHEMBL680	4.550	
CHEMBL217	CHEMBL679	6.040	
CHEMBL2056	CHEMBL679	4.260	
CHEMBL1293224	CHEMBL679	5.025	
CHEMBL1075138	CHEMBL679	5.475	
CHEMBL1075138	CHEMBL677	6.450	
CHEMBL1782	CHEMBL675	6.340	
CHEMBL238	CHEMBL6731	5.732	
CHEMBL228	CHEMBL6731	5.795	
CHEMBL222	CHEMBL6731	6.203	
CHEMBL4296002	CHEMBL673	3.700	
CHEMBL2039	CHEMBL673	6.785	
CHEMBL1951	CHEMBL673	5.332	
CHEMBL4793	CHEMBL67279	7.912	
CHEMBL4683	CHEMBL67279	7.396	
CHEMBL4657	CHEMBL67279	8.283	
CHEMBL3976	CHEMBL67279	7.110	
CHEMBL3202	CHEMBL67279	6.037	
CHEMBL284	CHEMBL67279	8.235	
CHEMBL5393	CHEMBL672	5.290	
CHEMBL239	CHEMBL672	4.693	
CHEMBL1075138	CHEMBL672	4.800	
CHEMBL1075138	CHEMBL671	4.650	
CHEMBL4302	CHEMBL67	8.060	
CHEMBL2597	CHEMBL67	8.253	
CHEMBL1743124	CHEMBL67	4.910	
CHEMBL1743122	CHEMBL67	4.210	
CHEMBL1641348	CHEMBL67	4.790	
CHEMBL1641347	CHEMBL67	4.380	
CHEMBL4478	CHEMBL669	5.000	
CHEMBL4478	CHEMBL668	4.850	
CHEMBL222	CHEMBL668	8.528	
CHEMBL2492	CHEMBL667	5.700	
CHEMBL245	CHEMBL667	6.182	
CHEMBL216	CHEMBL667	5.729	
CHEMBL2035	CHEMBL667	5.920	
CHEMBL1821	CHEMBL667	5.970	
CHEMBL1075138	CHEMBL6615	6.300	
CHEMBL224	CHEMBL6607	9.220	
CHEMBL5685	CHEMBL660	4.400	
CHEMBL1743126	CHEMBL660	4.420	
CHEMBL1743122	CHEMBL660	4.340	
CHEMBL220	CHEMBL659	5.881	
CHEMBL1914	CHEMBL659	5.077	
CHEMBL5685	CHEMBL658	4.710	
CHEMBL233	CHEMBL658	8.820	
CHEMBL3759	CHEMBL657	4.763	
CHEMBL240	CHEMBL657	4.910	
CHEMBL231	CHEMBL657	5.330	
CHEMBL233	CHEMBL656	7.660	
CHEMBL225	CHEMBL65547	8.110	
CHEMBL224	CHEMBL65547	7.600	
CHEMBL1833	CHEMBL65547	8.970	
CHEMBL3155	CHEMBL654	6.580	
CHEMBL234	CHEMBL654	5.240	
CHEMBL231	CHEMBL654	8.800	
CHEMBL225	CHEMBL654	7.410	
CHEMBL224	CHEMBL654	7.625	
CHEMBL214	CHEMBL654	7.750	
CHEMBL1899	CHEMBL654	5.540	
CHEMBL1867	CHEMBL654	7.700	
CHEMBL3106	CHEMBL65375	7.539	
CHEMBL4306	CHEMBL652	4.290	
CHEMBL240	CHEMBL652	5.410	
CHEMBL1980	CHEMBL652	5.190	
CHEMBL234	CHEMBL651	5.680	
CHEMBL233	CHEMBL651	7.890	
CHEMBL219	CHEMBL651	4.580	
CHEMBL1955709	CHEMBL65	7.080	
CHEMBL1781	CHEMBL65	5.548	
CHEMBL6152	CHEMBL64894	6.820	
CHEMBL3351219	CHEMBL64894	6.460	
CHEMBL2487	CHEMBL64894	6.820	
CHEMBL1293224	CHEMBL64894	6.025	
CHEMBL1075138	CHEMBL64894	5.667	
CHEMBL4789	CHEMBL6466	5.030	
CHEMBL4361	CHEMBL6466	5.000	
CHEMBL3969	CHEMBL6466	5.280	
CHEMBL3729	CHEMBL6466	4.690	
CHEMBL3594	CHEMBL6466	5.040	
CHEMBL3510	CHEMBL6466	7.320	
CHEMBL3242	CHEMBL6466	5.050	
CHEMBL2885	CHEMBL6466	5.250	
CHEMBL261	CHEMBL6466	5.510	
CHEMBL2326	CHEMBL6466	5.480	
CHEMBL205	CHEMBL6466	5.040	
CHEMBL1075138	CHEMBL6466	4.450	
CHEMBL5685	CHEMBL644	4.560	
CHEMBL4478	CHEMBL644	4.960	
CHEMBL5393	CHEMBL64391	5.700	
CHEMBL4523494	CHEMBL64391	5.330	
CHEMBL4029	CHEMBL64391	5.630	
CHEMBL3849	CHEMBL64391	5.440	
CHEMBL2414	CHEMBL64391	5.626	
CHEMBL1790	CHEMBL64391	5.407	
CHEMBL1293224	CHEMBL64391	5.717	
CHEMBL3371	CHEMBL6437	7.260	
CHEMBL3155	CHEMBL6437	7.250	
CHEMBL234	CHEMBL6437	5.550	
CHEMBL231	CHEMBL6437	8.770	
CHEMBL225	CHEMBL6437	8.630	
CHEMBL224	CHEMBL6437	8.410	
CHEMBL217	CHEMBL6437	5.660	
CHEMBL1867	CHEMBL6437	8.320	
CHEMBL3273	CHEMBL64360	4.000	
CHEMBL3133	CHEMBL64360	5.468	
CHEMBL2781	CHEMBL64360	7.825	
CHEMBL6093	CHEMBL643	4.220	
CHEMBL5685	CHEMBL643	4.460	
CHEMBL4478	CHEMBL643	4.750	
CHEMBL231	CHEMBL643	8.270	
CHEMBL228	CHEMBL643	5.120	
CHEMBL224	CHEMBL643	7.640	
CHEMBL217	CHEMBL643	7.000	
CHEMBL2321614	CHEMBL64249	4.130	
CHEMBL231	CHEMBL64249	9.720	
CHEMBL225	CHEMBL64249	9.240	
CHEMBL217	CHEMBL64249	9.170	
CHEMBL4026	CHEMBL64130	5.640	
CHEMBL3577	CHEMBL64130	6.370	
CHEMBL3407312	CHEMBL641	4.000	
CHEMBL240	CHEMBL641	5.680	
CHEMBL238	CHEMBL641	5.516	
CHEMBL228	CHEMBL641	6.912	
CHEMBL222	CHEMBL641	8.388	
CHEMBL220	CHEMBL640	6.000	
CHEMBL2439	CHEMBL64	5.315	
CHEMBL240	CHEMBL639	7.000	
CHEMBL232	CHEMBL639	7.300	
CHEMBL231	CHEMBL639	9.300	
CHEMBL229	CHEMBL639	7.300	
CHEMBL225	CHEMBL639	6.300	
CHEMBL216	CHEMBL639	5.200	
CHEMBL1833	CHEMBL639	7.700	
CHEMBL1952	CHEMBL63857	5.920	
CHEMBL1075138	CHEMBL63857	4.650	
CHEMBL4523510	CHEMBL638	7.562	
CHEMBL340	CHEMBL638	4.890	
CHEMBL3397	CHEMBL638	4.850	
CHEMBL238	CHEMBL637	5.173	
CHEMBL228	CHEMBL637	7.388	
CHEMBL222	CHEMBL637	6.101	
CHEMBL220	CHEMBL636	5.633	
CHEMBL1914	CHEMBL636	6.354	
CHEMBL2034	CHEMBL635	7.540	
CHEMBL1075138	CHEMBL635	4.200	
CHEMBL4071	CHEMBL63440	5.960	
CHEMBL3891	CHEMBL63440	4.210	
CHEMBL3837	CHEMBL63440	5.620	
